ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
84,Stephen Anthony Abas,M,26,165,55,United States,USA,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver
90,Tamila Rashidovna Abasova,F,21,163,60,Russia,RUS,2004 Summer,2004,Summer,Athina,Cycling,Cycling Women's Sprint,Silver
165,Nia Nicole Abdallah,F,20,175,56,United States,USA,2004 Summer,2004,Summer,Athina,Taekwondo,Taekwondo Women's Featherweight,Silver
543,Pavel Sergeyevich Abramov,M,25,198,89,Russia,RUS,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Men's Volleyball,Bronze
583,Julien Absalon,M,23,180,68,France,FRA,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Men's Mountainbike, Cross-Country",Gold
1114,Luca Agamennoni,M,24,187,93,Italy,ITA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxless Fours,Bronze
1356,Christian Ahlmann,M,29,189,80,Germany,GER,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
1444,"Christian ""Chris"" Ahrens",M,28,195,97,United States,USA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Gold
1487,Ryoji Aikawa,M,28,183,85,Japan,JPN,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Bronze
1498,"Charles Benedict ""Ben"" Ainslie",M,27,183,90,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Sailing,Sailing Men's One Person Dinghy,Gold
1698,Khadzhimurat Magomedovich Akkayev,M,19,178,105,Russia,RUS,2004 Summer,2004,Summer,Athina,Weightlifting,Weightlifting Men's Middle-Heavyweight,Silver
2735,Sergey Gennadyevich Alifirenko,M,45,168,72,Russia,RUS,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Bronze
2755,Aleksey Aleksandrovich Alipov,M,29,175,80,Russia,RUS,2004 Summer,2004,Summer,Athina,Shooting,Shooting Men's Trap,Gold
2874,Wyatt Allen,M,25,193,98,United States,USA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Gold
2875,"Sandra Louise ""Sandy"" Allen-Lewis",F,25,170,59,Australia,AUS,2004 Summer,2004,Summer,Athina,Softball,Softball Women's Softball,Silver
2930,Carmela Allucci,F,34,167,60,Italy,ITA,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Women's Water Polo,Gold
3308,Catello Amarante,M,24,177,73,Italy,ITA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
3461,Salvatore Amitrano,M,28,184,73,Italy,ITA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
3803,Craig Anthony Anderson,M,23,187,86,Australia,AUS,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Silver
4021,Yuya Ando,M,26,183,89,Japan,JPN,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Bronze
4435,Noriko Anno,F,28,162,76,Japan,JPN,2004 Summer,2004,Summer,Athina,Judo,Judo Women's Half-Heavyweight,Gold
4505,Carmelo Kyan Anthony,M,20,203,109,United States,USA,2004 Summer,2004,Summer,Athina,Basketball,Basketball Men's Basketball,Bronze
4515,"Michael E. ""Mike"" Anti",M,40,173,73,United States,USA,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Silver
4613,Nataliya Nikolayevna Antyukh,F,23,182,69,Russia,RUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 400 metres,Bronze
4613,Nataliya Nikolayevna Antyukh,F,23,182,69,Russia,RUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
4860,Alexandra Araujo,F,32,167,67,Italy,ITA,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Women's Water Polo,Gold
5102,Anna Valeryevna Arkhipova,F,31,176,63,Russia,RUS,2004 Summer,2004,Summer,Athina,Basketball,Basketball Women's Basketball,Bronze
5198,Judith Arndt,F,28,173,59,Germany,GER,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Women's Road Race, Individual",Silver
5218,Clemens Arnold,M,25,183,87,Germany,GER,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Bronze
5306,Christine Arron,F,30,177,64,France,FRA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
5353,Yevgeniya Viktorovna Artamonova-Estes,F,29,191,75,Russia,RUS,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Women's Volleyball,Silver
5366,Olga Dmitriyevna Arteshina,F,21,191,78,Russia,RUS,2004 Summer,2004,Summer,Athina,Basketball,Basketball Women's Basketball,Bronze
6278,Sarah Lianne Ayton (-Dempsey),F,24,167,63,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Sailing,Sailing Women's Three Person Keelboat,Gold
6299,Yelena Yuryevna Azarova,F,31,165,64,Russia,RUS,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
6343,Karina Borisovna Aznavuryan,F,29,170,59,Russia,RUS,2004 Summer,2004,Summer,Athina,Fencing,"Fencing Women's epee, Team",Gold
6505,Bjrn Bach,M,28,195,92,Germany,GER,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
6556,Tina Bachmann,F,26,165,64,Germany,GER,2004 Summer,2004,Summer,Athina,Hockey,Hockey Women's Hockey,Gold
6561,Isabell Bachor,F,21,174,63,Germany,GER,2004 Summer,2004,Summer,Athina,Football,Football Women's Football,Bronze
6744,"Cameron ""Cam"" Baerg",M,31,182,90,Canada,CAN,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxless Fours,Silver
6776,Nathan Baggaley,M,28,193,90,Australia,AUS,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",Silver
6776,Nathan Baggaley,M,28,193,90,Australia,AUS,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Silver
6880,Aleen May Bailey,F,23,170,64,Jamaica,JAM,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
7147,Roman Vladimirovich Balashov,M,27,192,96,Russia,RUS,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Men's Water Polo,Bronze
7219,Stefano Baldini,M,33,176,62,Italy,ITA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Marathon,Gold
7364,"Suzanne Elspeth ""Suzy"" Balogh",F,31,166,85,Australia,AUS,2004 Summer,2004,Summer,Athina,Shooting,Shooting Women's Trap,Gold
7669,Sergey Andreyevich Baranov,M,23,208,94,Russia,RUS,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Men's Volleyball,Bronze
7674,Yelena Viktorovna Baranova,F,32,192,80,Russia,RUS,2004 Summer,2004,Summer,Athina,Basketball,Basketball Women's Basketball,Bronze
7988,Steven John Barnett,M,25,174,75,Australia,AUS,2004 Summer,2004,Summer,Athina,Diving,Diving Men's Synchronized Springboard,Bronze
8027,Khasan Makharbekovich Baroyev,M,21,188,120,Russia,RUS,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Gold
8343,Alison Bartosik,F,21,172,64,United States,USA,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Duet,Bronze
8343,Alison Bartosik,F,21,172,64,United States,USA,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
8389,Andrea Barzagli,M,23,190,82,Italy,ITA,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Bronze
8453,Gianluca Basile,M,29,192,94,Italy,ITA,2004 Summer,2004,Summer,Athina,Basketball,Basketball Men's Basketball,Silver
8590,Suzy Batkovic (-Brown),F,23,195,89,Australia,AUS,2004 Summer,2004,Summer,Athina,Basketball,Basketball Women's Basketball,Silver
8646,Yelena Nikolayevna Batukhtina-Tyurina,F,33,184,82,Russia,RUS,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Women's Volleyball,Silver
8655,Mavlet Alavdinovich Batyrov,M,20,160,60,Russia,RUS,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold
8811,Markus Baur,M,33,190,88,Germany,GER,2004 Summer,2004,Summer,Athina,Handball,Handball Men's Handball,Silver
8848,Myriam milie Baverel,F,23,174,70,France,FRA,2004 Summer,2004,Summer,Athina,Taekwondo,Taekwondo Women's Heavyweight,Silver
8910,Ryan Neville Bayley,M,22,182,90,Australia,AUS,2004 Summer,2004,Summer,Athina,Cycling,Cycling Men's Sprint,Gold
8910,Ryan Neville Bayley,M,22,182,90,Australia,AUS,2004 Summer,2004,Summer,Athina,Cycling,Cycling Men's Keirin,Gold
9034,Amanda Ray Beard (-Brown),F,22,173,59,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Breaststroke,Gold
9034,Amanda Ray Beard (-Brown),F,22,173,59,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 200 metres Individual Medley,Silver
9034,Amanda Ray Beard (-Brown),F,22,173,59,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
9093,Robin Mary Beauregard,F,25,175,81,United States,USA,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Women's Water Polo,Bronze
9152,Christoph Bechmann,M,32,190,88,Germany,GER,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Bronze
9209,Marcus Becker,M,22,180,72,Germany-1,GER,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Silver
9213,Otto Becker,M,45,182,78,Germany,GER,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
9355,"Daniel ""Dan"" Beery",M,29,200,97,United States,USA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Gold
9811,Olesya Vladimirovna Belugina,F,20,175,53,Russia,RUS,2004 Summer,2004,Summer,Athina,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
10013,Tibor Benedek,M,32,190,96,Hungary,HUN,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Men's Water Polo,Gold
10033,Andrea Benelli,M,44,173,80,Italy,ITA,2004 Summer,2004,Summer,Athina,Shooting,Shooting Men's Skeet,Gold
10136,Lindsay Dianne Benko (-Mintenko),F,27,185,74,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
10136,Lindsay Dianne Benko (-Mintenko),F,27,185,74,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
10352,Dmitry Vladimirovich Berestov,M,24,180,105,Russia,RUS,2004 Summer,2004,Summer,Athina,Weightlifting,Weightlifting Men's Heavyweight,Gold
10389,Laura Kay Berg,F,29,168,61,United States,USA,2004 Summer,2004,Summer,Athina,Softball,Softball Women's Softball,Gold
10871,Lorenzo Bertini,M,28,187,70,Italy,ITA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
11069,Paolo Bettini,M,30,169,58,Italy,ITA,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Men's Road Race, Individual",Gold
11195,Mohini Bhardwaj (-Barry),F,25,147,43,United States,USA,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Team All-Around,Silver
11347,Sebastian Friedrich Felix Biederlack,M,22,176,73,Germany,GER,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Bronze
11671,"Suzanne Brigit ""Sue"" Bird",F,23,175,66,United States,USA,2004 Summer,2004,Summer,Athina,Basketball,Basketball Women's Basketball,Gold
11725,Pter Biros,M,28,196,102,Hungary,HUN,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Men's Water Polo,Gold
11782,"Catherine ""Cath"" Bishop",F,32,184,85,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Coxless Pairs,Silver
11995,Julie Lynne Black-Burns Richards,F,33,170,54,United States,USA,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
12113,Elisa Blanchi,F,16,168,49,Italy,ITA,2004 Summer,2004,Summer,Athina,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
12178,Claudia Blasberg,F,29,182,57,Germany,GER,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Lightweight Double Sculls,Silver
12279,Aleksandr Aleksandrovich Blinov,M,22,185,95,Russia,RUS,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Men's Running Target, 10 metres",Silver
12574,Gbor Gyula Boczk,M,27,192,89,Hungary,HUN,2004 Summer,2004,Summer,Athina,Fencing,"Fencing Men's epee, Team",Silver
12819,Annett Bhm,F,24,179,83,Germany,GER,2004 Summer,2004,Summer,Athina,Judo,Judo Women's Middleweight,Bronze
12867,ric Boisse,M,24,180,70,France,FRA,2004 Summer,2004,Summer,Athina,Fencing,"Fencing Men's epee, Team",Gold
12886,Arnaud Boiteau,M,30,185,76,France,FRA,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
12907,Claudia Bokel,F,30,183,65,Germany,GER,2004 Summer,2004,Summer,Athina,Fencing,"Fencing Women's epee, Team",Silver
13166,Daniele Bonera,M,23,185,80,Italy,ITA,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Bronze
13227,Yvonne Bnisch,F,23,168,61,Germany,GER,2004 Summer,2004,Summer,Athina,Judo,Judo Women's Lightweight,Gold
13276,Beniamino Bonomi,M,36,182,85,Italy,ITA,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Silver
13372,"Carlos Austin Boozer, Jr.",M,22,206,117,United States,USA,2004 Summer,2004,Summer,Athina,Basketball,Basketball Men's Basketball,Bronze
13589,Kathrin Boron (-Kppen),F,34,184,77,Germany,GER,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Quadruple Sculls,Gold
13687,Yury Mikhaylovich Borzakovsky,M,23,183,70,Russia,RUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,Gold
13801,Silvia Bosurgi,F,25,164,59,Italy,ITA,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Women's Water Polo,Gold
13806,Kinga Bta,F,26,180,69,Hungary,HUN,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Silver
14106,Mickal Stphane Bourgain,M,24,181,77,France,FRA,2004 Summer,2004,Summer,Athina,Cycling,Cycling Men's Team Sprint,Bronze
14234,Cesare Bovo,M,21,181,75,Italy,ITA,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Bronze
14299,Shannon Leigh Boxx,F,27,172,67,United States,USA,2004 Summer,2004,Summer,Athina,Football,Football Women's Football,Gold
14503,Amber Bradley,F,24,178,74,Australia,AUS,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Quadruple Sculls,Bronze
14578,Jeanette Brakewell,F,30,169,60,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
14909,Emiliano Brembilla,M,25,185,78,Italy,ITA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
14946,Michael Gene Brennan,M,28,182,79,Australia,AUS,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Gold
15001,Derrick Keith Brew,M,26,185,81,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,Bronze
15001,Derrick Keith Brew,M,26,185,81,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
15041,"Thomas Robert ""Tom"" Brice",M,22,195,98,Australia,AUS,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Silver
15340,"Sandra Anne ""Sandy"" Brondello",F,35,170,62,Australia,AUS,2004 Summer,2004,Summer,Athina,Basketball,Basketball Women's Basketball,Silver
15394,Travis Neil Brooks,M,24,186,79,Australia,AUS,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Gold
15527,Graeme Allen Brown,M,25,177,75,Australia,AUS,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
15527,Graeme Allen Brown,M,25,177,75,Australia,AUS,2004 Summer,2004,Summer,Athina,Cycling,Cycling Men's Madison,Gold
15704,Ivano Brugnetti,M,27,176,61,Italy,ITA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 20 kilometres Walk,Gold
15765,Caroline Brunet,F,35,175,70,Canada,CAN,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Bronze
