ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
106,Agostino Abbagnale,M,34,188,96,Italy,ITA,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Quadruple Sculls,Gold
351,Julius Shareef Abdur-Rahim,M,23,202,104,United States,USA,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Men's Basketball,Gold
423,Michael Brent Abernathy,M,22,182,84,United States,USA,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Gold
1379,Jrg Ahmann,M,34,190,88,Germany-1,GER,2000 Summer,2000,Summer,Sydney,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Bronze
1498,"Charles Benedict ""Ben"" Ainslie",M,23,183,90,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Mixed One Person Dinghy,Gold
1500,Kurt Harold Ainsworth,M,22,187,84,United States,USA,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Gold
1534,Brett Aitken,M,29,173,65,Australia,AUS,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Men's Madison,Gold
1700,Marina Dazmirovna Akobiya,F,25,165,57,Russia,RUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Bronze
2583,Buffy-Lynne Alexander-Williams,F,23,170,69,Canada,CAN,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxed Eights,Bronze
2608,Yevgeny Vasilyevich Aleynikov,M,33,181,88,Russia,RUS,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Men's Air Rifle, 10 metres",Bronze
2735,Sergey Gennadyevich Alifirenko,M,41,168,72,Russia,RUS,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Gold
2850,"Kate Ruth ""Katie"" Allen",F,26,170,65,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Gold
2863,Walter Ray Allen,M,25,192,93,United States,USA,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Men's Basketball,Gold
2875,"Sandra Louise ""Sandy"" Allen-Lewis",F,21,170,59,Australia,AUS,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Bronze
2877,"Katherine Fiona ""Kate"" Allenby",F,26,177,72,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Modern Pentathlon,Modern Pentathlon Women's Individual,Bronze
