ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
106,Agostino Abbagnale,M,29,188,96,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Double Sculls,Gold
953,Franck Adisson,M,26,180,70,France-1,FRA,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Gold
963,Derrick Ralph Adkins,M,26,188,80,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres Hurdles,Gold
1025,Attila Adrovicz,M,30,189,87,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
1122,Andre Kirk Agassi,M,26,180,80,United States,USA,1996 Summer,1996,Summer,Atlanta,Tennis,Tennis Men's Singles,Gold
1498,"Charles Benedict ""Ben"" Ainslie",M,19,183,90,Great Britain,GBR,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Mixed One Person Dinghy,Silver
1534,Brett Aitken,M,25,173,65,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
1622,Michelle Anne Akers,F,30,178,68,United States,USA,1996 Summer,1996,Summer,Atlanta,Football,Football Women's Football,Gold
1740,Nikolay Aleksandrovich Aksyonov,M,26,201,100,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Coxed Eights,Bronze
2575,Lisa Alexander,F,27,172,58,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
2833,John Chad Allen,M,21,185,86,United States,USA,1996 Summer,1996,Summer,Atlanta,Baseball,Baseball Men's Baseball,Bronze
3321,Jean-Pierre Bernard Andr Amat,M,34,175,74,France,FRA,1996 Summer,1996,Summer,Atlanta,Shooting,"Shooting Men's Air Rifle, 10 metres",Bronze
3321,Jean-Pierre Bernard Andr Amat,M,34,175,74,France,FRA,1996 Summer,1996,Summer,Atlanta,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Gold
3611,An Zhongxin,F,23,170,65,China,CHN,1996 Summer,1996,Summer,Atlanta,Softball,Softball Women's Softball,Silver
4163,"Michelle ""Shelley"" Andrews (-Mitchell)",F,24,168,59,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Women's Hockey,Gold
4207,Michel Andrieux,M,29,192,92,France,FRA,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Coxless Pairs,Bronze
4284,Alberto Angelini,M,21,176,85,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Water Polo,Water Polo Men's Water Polo,Bronze
4340,Kurt Steven Angle,M,27,178,100,United States,USA,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Gold
4418,Alyson Regina Annan,F,23,162,65,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Women's Hockey,Gold
5069,Yuko Arimori (-Wilson),F,29,166,47,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's Marathon,Bronze
5198,Judith Arndt,F,19,173,59,Germany,GER,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",Bronze
5864,Francesco Attolico,M,33,193,85,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Water Polo,Water Polo Men's Water Polo,Bronze
6025,Charles Allen Austin,M,28,183,77,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's High Jump,Gold
6343,Karina Borisovna Aznavuryan,F,21,170,59,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Fencing,"Fencing Women's epee, Team",Bronze
6366,Jennifer Lynn Azzi,F,27,172,64,United States,USA,1996 Summer,1996,Summer,Atlanta,Basketball,Basketball Women's Basketball,Gold
6392,Roland Baar,M,31,196,90,Germany,GER,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Coxed Eights,Silver
6594,"Stephen James ""Steve"" Backley",M,27,195,102,Great Britain,GBR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Javelin Throw,Silver
6655,Lance Thomas Bade,M,25,170,88,United States,USA,1996 Summer,1996,Summer,Atlanta,Shooting,Shooting Men's Trap,Bronze
6890,Donovan Bailey,M,28,183,82,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,Gold
6890,Donovan Bailey,M,28,183,82,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
7272,"Nikolaus ""Klaus"" Balkenhol",M,56,178,83,Germany,GER,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
7303,Flicia Michele Sylviane Ballanger (-Vetu),F,25,168,70,France,FRA,1996 Summer,1996,Summer,Atlanta,Cycling,Cycling Women's Sprint,Gold
7698,Samuel Ren Louis Barathay,M,28,185,86,France,FRA,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Double Sculls,Bronze
7901,Charles Wade Barkley,M,33,198,114,United States,USA,1996 Summer,1996,Summer,Atlanta,Basketball,Basketball Men's Basketball,Gold
7920,Valrie Gisele Angele Barlois-Mevel-Leroux,F,27,165,53,France,FRA,1996 Summer,1996,Summer,Atlanta,Fencing,"Fencing Women's epee, Individual",Silver
7920,Valrie Gisele Angele Barlois-Mevel-Leroux,F,27,165,53,France,FRA,1996 Summer,1996,Summer,Atlanta,Fencing,"Fencing Women's epee, Team",Gold
7968,"Eric Randolph ""Randy"" Barnes",M,30,195,132,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Shot Put,Gold
8085,Nuno Miguel Santos Barreto,M,24,185,75,Portugal,POR,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Men's Two Person Dinghy,Bronze
8331,"James ""Jim"" Barton",M,40,188,84,United States,USA,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Mixed Three Person Keelboat,Bronze
8624,"Jane Kimberley ""Kim"" Batten",F,27,170,57,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 400 metres Hurdles,Silver
8656,"Yanina Farkhadovna ""Yana"" Batyrshina",F,16,163,47,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Silver
8662,Sabine Christiane Bau,F,27,180,66,Germany,GER,1996 Summer,1996,Summer,Atlanta,Fencing,"Fencing Women's Foil, Team",Bronze
8736,"James Steven ""Jamie"" Baulch (Mills-)",M,23,173,71,Great Britain,GBR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
8793,Bruce Robert Baumgartner,M,35,188,130,United States,USA,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Bronze
9034,Amanda Ray Beard (-Brown),F,14,173,59,United States,USA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Breaststroke,Silver
9034,Amanda Ray Beard (-Brown),F,14,173,59,United States,USA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Breaststroke,Silver
9034,Amanda Ray Beard (-Brown),F,14,173,59,United States,USA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
9041,Colin Kenneth Beashel,M,36,181,87,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Mixed Two Person Keelboat,Bronze
9219,Thomas Becker,M,29,192,85,Germany,GER,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Singles, Slalom",Bronze
9224,Courtenay Compton Becker-Dey,F,31,173,65,United States,USA,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Women's One Person Dinghy,Bronze
9237,James Charles Beckford,M,21,178,78,Jamaica,JAM,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Long Jump,Silver
9349,Ludger Beerbaum,M,32,190,85,Germany,GER,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
9495,Aleksandr Vladimirovich Beketov,M,26,182,75,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Fencing,"Fencing Men's epee, Individual",Gold
